Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (gf/W),App message
4.500400000000023,1299,,,,,12.23460946318405,0.5186694584200356,6686,0,6.233823006905401,,
4.5233799999998885,1299,,,,,12.234757443646757,0.5159664174968233,6681,0,6.211048917528298,,
4.546824999999953,1299,,,,-38.661812366814885,12.235134560654599,0.5179167930228132,6673,0,6.2299139801595445,,
4.574020000000019,1299,,,,,12.235356406312057,0.5154301304303339,6672,0,6.193944512470237,,
4.598905000000028,1299,,,,,12.235229380071738,0.5133253999411089,6669,0,6.158650032660619,,
4.623104999999981,1299,,,,,12.235296343967766,0.5115854516482814,6662,0,6.131284651115682,,
4.650864999999874,1299,,,,,12.23553691198143,0.5130629502349889,6662,0,6.153025056442581,,
4.673625,1305,,,,,12.235397552834588,0.512027133860992,6662,0,6.139782589240401,,
4.696429999999935,1305,,,,-40.43720590223381,12.234507390987126,0.5129049610289725,6661,0,6.157232957432207,,
4.729989999999991,1318,,,,,12.232421072584977,0.5180732466588294,6660,0,6.217161387152625,,
4.751504999999888,1318,,,,,12.230114407112996,0.5257756613295874,6695,0,6.312954900075092,,
4.775849999999977,1318,,,,,12.227258241196862,0.5369070741201857,6727,0,6.440590915962361,,
4.801630000000005,1318,,,,,12.22042475442076,0.5624260444049424,6800,0,6.746041354358702,,
4.826489999999991,1318,,,,,12.215315442318158,0.5798610043740376,6891,0,6.94976659232398,,
4.855384999999893,1318,,,,-41.35693250572072,12.210589181245652,0.5926345407153447,6965,0,7.109962213488429,,
4.880464999999967,1318,,,,,12.207795364795729,0.6021711999985029,7033,0,7.22545204319288,,
4.905454999999958,1318,,,,,12.205292316230722,0.6090908142358937,7083,0,7.307482281603014,,
4.927459999999963,1318,,,,,12.203872232056332,0.6163531630067025,7111,0,7.399942041946992,,
4.950040000000037,1318,,,,,12.202659647415654,0.621375022741781,7133,0,7.4575640395292675,,
4.977260000000009,1318,,,,,12.201239082574606,0.6228755844868253,7165,0,7.4722879396839055,,
5.0010849999999625,1318,,,,-42.46682154296077,12.200305336858658,0.6266652092418739,7173,0,7.510404047779829,,
5.023665000000038,1318,,,,,12.199087390420516,0.6298824727330361,7189,0,7.544987771598162,,
5.0490099999998925,1318,,,,,12.198843804899779,0.6314758086280571,7202,0,7.559056294790531,,
5.073984999999986,1318,,,,,12.19811158945335,0.6319295517669737,7213,0,7.5639129973446195,,
5.0984749999999766,1318,,,,,12.197151439137894,0.6316807932168208,7219,0,7.559694196628382,,
5.1249300000000515,1318,,,,,12.196633813446837,0.6340370378146961,7221,0,7.5949768352364515,,
5.146669999999926,1318,,,,-44.932910869610716,12.19435961765871,0.6418062301791357,7230,0,7.679933954936059,,
5.175420000000042,1318,,,,,12.194275803885994,0.6403666432773226,7255,0,7.668841917617694,,
5.202599999999976,1318,,,,,12.194165835979122,0.6416656559114318,7251,0,7.688574344174228,,
5.226219999999972,1318,,,,,12.194223678374795,0.6440578631118368,7246,0,7.722079946080552,,
5.2509799999999816,1318,,,,,12.194024701465223,0.6438560314485164,7243,0,7.718996474534336,,
5.276939999999944,1318,,,,,12.193469066735211,0.6413299242739511,7239,0,7.685899991758692,,
5.301524999999907,1318,,,,-46.469573081610086,12.193105956620126,0.6396131130833606,7226,0,7.664252597063516,,
5.327119999999995,1318,,,,,12.192075645103172,0.6439967400387451,7237,0,7.724666696083342,,
5.525399999999907,1318,,,,,12.19176942998797,0.6378940848442989,7217,0,7.625140129363524,,
5.353479999999982,1318,,,,,12.192064873125368,0.6414018355387077,7240,0,7.694999193244538,,
5.37454999999993,1318,,,,,12.192388497596234,0.6405400052212746,7243,0,7.673003140086047,,
5.400030000000028,1318,,,,,12.192233892872471,0.6392154692182769,7236,0,7.648899046876581,,
5.422969999999972,1318,,,,,12.19216674599029,0.6391714754344279,7232,0,7.6475511599759045,,
5.445429999999935,1318,,,,-47.06632226666394,12.192315387591274,0.639854377809637,7230,0,7.65197764820985,,
5.473920000000042,1318,,,,,12.192025517146046,0.6378476468117678,7223,0,7.6261075628384045,,
5.496184999999939,1318,,,,,12.191956887113275,0.6378702823566281,7226,0,7.631333734203429,,
5.552030000000028,1330,,,,,12.191005135934258,0.6392820989807403,7225,0,7.660521668016109,,
5.577885000000009,1349,,,,,12.188082833632505,0.6503903638970084,7251,0,7.792306223556417,,
5.602660000000032,1355,,,,-47.41943015920463,12.186344687081574,0.6550463445926549,7272,0,7.853608608285084,,
5.627704999999958,1355,,,,,12.181621698913231,0.6714386323283782,7325,0,8.053531054635906,,
5.652329999999958,1355,,,,,12.169108117088506,0.7163436781190713,7412,0,8.582199158175781,,
5.67642499999993,1355,,,,,12.157524250833694,0.7551849105240854,7582,0,9.047336871195968,,
5.70068499999994,1355,,,,,12.14662963204857,0.7949472264359507,7745,0,9.515988157934366,,
5.736779999999912,1355,,,,,12.135461510570723,0.8354993153912091,7869,0,9.996745308775976,,
5.761734999999986,1355,,,,-48.24331194866566,12.13052489099791,0.8518784139274186,7993,0,10.187879062840823,,
5.784244999999995,1355,,,,,12.12690609177856,0.8631893541084583,8079,0,10.327742896642704,,
5.806045000000042,1355,,,,,12.12403900448315,0.8748744468565273,8124,0,10.46802618894047,,
5.831644999999902,1355,,,,,12.121324074758949,0.8805744467719315,8154,0,10.539797231492798,,
5.856544999999925,1355,,,,,12.119318563843803,0.8901039194950006,8180,0,10.664552774479493,,
5.879435000000056,1355,,,,,12.117876912690875,0.896086599448584,8200,0,10.73608942799256,,
5.903229999999981,1355,,,,-54.45951772873943,12.116830890015915,0.9007678926847206,8212,0,10.78691142164537,,
5.9250749999999535,1355,,,,,12.1159090509649,0.9047968484189767,8224,0,10.837012154098224,,
5.949864999999991,1355,,,,,12.11451358091142,0.9036719566720764,8233,0,10.816999217493949,,
5.981194999999949,1355,,,,,12.114136099459733,0.9053068003932268,8236,0,10.837424408429388,,
6.0039400000000605,1355,,,,,12.112618381627657,0.9063968516512324,8238,0,10.845555049367409,,
6.025564999999944,1355,,,,,12.11166161539311,0.9078361266094482,8244,0,10.864461571934136,,
6.048234999999986,1355,,,,-58.23817816504808,12.110927544841749,0.9099947299857936,8248,0,10.893643708608224,,
6.075020000000019,1355,,,,,12.110101698352645,0.9103739085808288,8250,0,10.897644434051674,,
6.104040000000038,1355,,,,,12.109309805795936,0.9113472273415417,8254,0,10.892728922580018,,
6.126179999999935,1355,,,,,12.108646528014859,0.913282000316382,8253,0,10.917800038370315,,
6.152754999999888,1355,,,,,12.10864206019525,0.9101694114449277,8256,0,10.888553950590184,,
6.1772399999999905,1355,,,,,12.108309332830107,0.9135189907877503,7796,0,10.929337720141643,,
6.206895000000019,1355,,,,-59.942047561490476,12.10738231383967,0.9141416051067236,8169,0,10.946251602083208,,
6.228229999999981,1355,,,,,12.106881632193168,0.9153335419137705,8244,0,10.959280902321856,,
6.250339999999968,1355,,,,,12.106549996110914,0.918360643984482,8256,0,10.993181499036057,,
6.273210000000079,1355,,,,,12.105815641635964,0.9184523797076122,8253,0,10.994428615574671,,
6.300034999999916,1355,,,,,12.105269869731892,0.921829970460227,8259,0,11.037402337773953,,
6.32538500000001,1355,,,,,12.104234440055714,0.9195055387965009,8266,0,11.012437475221521,,
6.351339999999968,1355,,,,-60.179055690347724,12.103558468727169,0.9211905902652288,8264,0,11.024232074702763,,
6.373949999999954,1355,,,,,12.102817187669158,0.9217534409445157,8265,0,11.0275511923578,,
6.395954999999958,1355,,,,,12.102144537327165,0.924079276813081,8264,0,11.054368250625295,,
6.423904999999912,1355,,,,,12.1011120161911,0.9296702279097844,8279,0,11.119246642689198,,
6.4529200000000415,1355,,,,,12.098965773230493,0.9303258164661744,8278,0,11.12078817952715,,
6.476844999999972,1355,,,,,12.098823232913764,0.9289026841202007,8299,0,11.106764401173844,,
6.5019699999999725,1355,,,,-60.28254062688633,12.098608149273897,0.9296557114481686,8301,0,11.109350907337314,,
